2025-08-17 10:50:15 | INFO | __main__:main:31 | 启动 Factor Mining System v1.0.0
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 rsi_momentum_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 macd_momentum_12_26_9 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 macd_momentum_12_26_9_ta 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volume_momentum_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 price_volume_momentum_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 acceleration_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 roc_12 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 roc_24 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_60 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 atr_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 atr_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 bollinger_volatility_20_2.0 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 garch_volatility_30 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_skew_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_kurtosis_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 realized_volatility_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_3 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_5 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 rsi_reversal_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 stochastic_reversal_14_3 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 williams_r_reversal_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 bollinger_reversal_20_2.0 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 mean_reversion_5_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volume_reversal_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:46 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 cci_reversal_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 momentum_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 momentum_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 momentum_60 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 rsi_momentum_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 macd_momentum_12_26_9 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 macd_momentum_12_26_9_ta 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volume_momentum_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 price_volume_momentum_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 acceleration_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 roc_12 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 roc_24 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_60 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 atr_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 atr_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:51 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 bollinger_volatility_20_2.0 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 garch_volatility_30 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_skew_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_kurtosis_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 realized_volatility_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_3 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_5 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 rsi_reversal_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 stochastic_reversal_14_3 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 williams_r_reversal_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 bollinger_reversal_20_2.0 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 mean_reversion_5_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volume_reversal_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 10:56:52 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 cci_reversal_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 momentum_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 momentum_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 momentum_60 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 rsi_momentum_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 macd_momentum_12_26_9 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 macd_momentum_12_26_9_ta 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volume_momentum_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 price_volume_momentum_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 acceleration_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 roc_12 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 roc_24 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_60 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 atr_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 atr_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 bollinger_volatility_20_2.0 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 garch_volatility_30 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_skew_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volatility_kurtosis_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 realized_volatility_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_3 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_5 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 reversal_10 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 rsi_reversal_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 stochastic_reversal_14_3 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 williams_r_reversal_14 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 bollinger_reversal_20_2.0 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 mean_reversion_5_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 volume_reversal_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:03:55 | WARNING | src.api.routers.evaluation:rank_factors:409 | 评估因子 cci_reversal_20 失败: 'FactorMetadata' object has no attribute 'dict'
2025-08-17 11:05:04 | INFO | src.api.main:lifespan:33 | 关闭 Factor Mining System API
